index,datetime,open,high,low,close,volume
99,2025-05-15 00:00:00,103500.1,103864.6,102712.8,102748.3,487682.64491345
98,2025-05-15 04:00:00,102745.6,102972.1,102100.0,102264.0,351626.38094198
97,2025-05-15 08:00:00,102264.0,102442.5,101521.7,102389.3,533042.93973378
96,2025-05-15 12:00:00,102366.9,103280.0,101394.0,103250.0,1841036.63610725
95,2025-05-15 16:00:00,103254.9,104190.1,102566.3,103134.0,1491466.07863497
94,2025-05-15 20:00:00,103159.9,103982.0,102710.6,103769.1,734914.41090191
93,2025-05-16 00:00:00,103769.9,105153.2,103471.5,104024.8,19418880.17023646
92,2025-05-16 04:00:00,104024.8,104555.4,103694.0,103705.1,4124865.5538046
91,2025-05-16 08:00:00,103705.1,103912.9,103103.9,103669.8,609073.28424735
90,2025-05-16 12:00:00,103672.0,104279.4,103341.5,104187.9,1243045.29051693
89,2025-05-16 16:00:00,104188.0,104552.5,103585.6,104052.1,1887025.46692746
88,2025-05-16 20:00:00,104025.5,104036.0,103330.9,103460.2,2013018.43134845
87,2025-05-17 00:00:00,103460.0,103544.8,102000.0,103500.5,24085509.60176527
86,2025-05-17 04:00:00,103500.5,103729.1,103286.0,103448.0,571914.77214395
85,2025-05-17 08:00:00,103450.0,103571.3,102760.1,102995.9,633480.99236354
84,2025-05-17 12:00:00,103000.0,103187.9,102618.5,102950.0,573082.94841723
83,2025-05-17 16:00:00,102950.1,103362.2,102763.0,103153.1,461689.46294972
82,2025-05-17 20:00:00,103145.1,103479.9,102901.1,103133.7,472338.74751816
81,2025-05-18 00:00:00,103133.6,103419.4,103100.1,103282.5,300173.91062541
80,2025-05-18 04:00:00,103282.6,103976.2,103279.6,103924.1,191267.29868329
79,2025-05-18 08:00:00,103928.0,104086.0,103790.0,103803.8,267714.97212811
78,2025-05-18 12:00:00,103803.9,105666.2,103666.0,105512.9,30228.10384041
77,2025-05-18 16:00:00,105515.9,106205.2,103803.4,103897.5,1291.7204889
76,2025-05-18 20:00:00,103897.6,106660.1,103200.0,106457.3,3058.00826505
75,2025-05-19 00:00:00,106456.8,107129.8,103556.1,103622.0,4364.53288548
74,2025-05-19 04:00:00,103630.1,103714.2,102000.0,103222.0,508918.23092234
73,2025-05-19 08:00:00,103222.0,103434.9,102780.0,102960.5,835839.92239034
72,2025-05-19 12:00:00,102960.5,104969.6,102155.8,104792.4,1862176.3598551
71,2025-05-19 16:00:00,104794.0,105560.7,104502.1,105540.0,1569127.68731441
70,2025-05-19 20:00:00,105515.2,105823.1,105024.7,105572.9,764728.35404396
69,2025-05-20 00:00:00,105568.1,106855.8,105529.8,105755.7,1776887.64599178
68,2025-05-20 04:00:00,105755.7,106400.0,104920.0,105024.1,1008062.36076313
67,2025-05-20 08:00:00,105024.2,105417.6,104858.0,105206.1,688602.86809682
66,2025-05-20 12:00:00,105206.1,105401.8,104180.0,105340.4,1275222.76005862
65,2025-05-20 16:00:00,105341.4,107246.9,105090.2,107104.0,1720589.08014971
64,2025-05-20 20:00:00,107113.6,107321.4,105940.0,106841.6,1463490.54410495
63,2025-05-21 00:00:00,106846.0,107198.0,106181.8,106838.0,1235837.21380115
62,2025-05-21 04:00:00,106838.0,107997.3,106448.5,106515.1,1627914.03576602
61,2025-05-21 08:00:00,106509.9,106996.0,105809.6,106528.5,333076.33765983
60,2025-05-21 12:00:00,106528.1,109951.1,105525.0,108972.0,4281.82678159
59,2025-05-21 16:00:00,108973.9,110000.0,106000.4,108620.5,4664.89312523
58,2025-05-21 20:00:00,108601.2,111322.2,107563.6,109250.0,2504.84283035
57,2025-05-22 00:00:00,109250.0,112325.4,109000.0,111765.8,4101.98657703
56,2025-05-22 04:00:00,111688.1,112568.0,110108.6,111038.0,4667.80802229
55,2025-05-22 08:00:00,111038.0,111333.0,110060.9,110992.1,2303.70671359
54,2025-05-22 12:00:00,110982.1,111672.3,110500.0,111293.1,2451.42016947
53,2025-05-22 16:00:00,111293.1,112000.0,110862.0,111203.1,2307.33164478
52,2025-05-22 20:00:00,111207.4,111750.0,110633.3,111706.0,924.83114852
51,2025-05-23 00:00:00,111704.2,112000.0,110700.8,111111.0,1620.12724816
50,2025-05-23 04:00:00,111111.1,111188.3,110405.9,110721.9,2465.21086625
49,2025-05-23 08:00:00,110722.0,111500.0,108884.0,109090.0,4505.96887834
48,2025-05-23 12:00:00,109090.0,110320.7,107000.0,108940.0,5421.36011648
47,2025-05-23 16:00:00,108940.0,110000.0,108007.6,108707.3,1989.07167844
46,2025-05-23 20:00:00,108719.5,109028.4,106400.0,107335.8,2070.85765446
45,2025-05-24 00:00:00,107324.0,108369.9,106863.2,108369.9,1306.24913361
44,2025-05-24 04:00:00,108369.9,109200.0,107397.9,107600.1,7343.01729294
43,2025-05-24 08:00:00,107600.9,110000.0,107490.5,109194.1,10583.2212699
42,2025-05-24 12:00:00,109196.0,109565.2,108200.0,108939.3,5339.8328203
41,2025-05-24 16:00:00,108939.3,109429.9,108248.5,108944.4,1000.76420818
40,2025-05-24 20:00:00,108944.4,109340.0,107116.8,107766.0,937.88442051
39,2025-05-25 00:00:00,107767.3,108500.0,106800.0,108091.2,1173.66870609
38,2025-05-25 04:00:00,108091.3,108631.4,106697.3,107294.1,9468.62423107
37,2025-05-25 08:00:00,107302.3,107600.0,106678.0,107262.0,1468.69982902
36,2025-05-25 12:00:00,107249.7,108000.0,105816.2,106973.4,8222.31131369
35,2025-05-25 16:00:00,106973.3,108125.0,106149.3,107709.4,1037.12118887
34,2025-05-25 20:00:00,107709.3,109316.7,106834.1,108818.1,1613.96786737
33,2025-05-26 00:00:00,108818.1,110000.0,108333.3,109621.9,3421.85223957
32,2025-05-26 04:00:00,109621.9,110218.1,108855.4,110089.0,3346.32358458
31,2025-05-26 08:00:00,110089.0,110554.2,109118.9,109780.0,1319.82746533
30,2025-05-26 12:00:00,109780.0,110441.9,109150.0,110003.0,1634.09180282
29,2025-05-26 16:00:00,110004.9,110436.2,108371.3,109127.7,1676.89675761
28,2025-05-26 20:00:00,109123.5,110000.0,108767.5,109444.5,748.42606524
27,2025-05-27 00:00:00,109436.7,109677.9,107356.8,108886.5,2032.71923271
26,2025-05-27 04:00:00,108886.5,110005.8,108216.1,109509.9,1353.4666246
25,2025-05-27 08:00:00,109511.5,110228.8,109096.6,109588.3,1470.01520131
24,2025-05-27 12:00:00,109588.3,110720.9,108800.0,110110.4,2228.8291352
23,2025-05-27 16:00:00,110145.7,110600.0,109394.1,109884.1,1367.6576489
22,2025-05-27 20:00:00,109884.1,109995.1,108593.3,108936.1,870.93278959
21,2025-05-28 00:00:00,108936.1,109401.3,108275.0,108869.9,891.81732589
20,2025-05-28 04:00:00,108856.8,109500.0,108400.0,108816.2,919.12110896
19,2025-05-28 08:00:00,108816.2,109312.6,108125.4,108865.5,1232.04766412
18,2025-05-28 12:00:00,108865.5,109200.0,107000.0,107113.7,2731.40799613
17,2025-05-28 16:00:00,107113.2,108228.6,106900.0,106943.7,1784.65031665
16,2025-05-28 20:00:00,106943.8,108100.0,106800.0,107783.9,893.32729059
15,2025-05-29 00:00:00,107783.8,108547.5,107441.4,108036.0,1346.6586435
14,2025-05-29 04:00:00,108036.0,108288.0,106939.4,107883.3,1432.86269153
13,2025-05-29 08:00:00,107883.4,109020.2,107500.0,108781.2,2349.07439774
12,2025-05-29 12:00:00,108781.2,108900.0,106445.9,107033.9,3006.12767929
11,2025-05-29 16:00:00,107033.9,107376.0,105500.0,105729.7,4312.71193704
10,2025-05-29 20:00:00,105723.5,106700.0,104940.2,105583.7,1043.79086084
9,2025-05-30 00:00:00,105586.1,106562.1,104600.0,106017.6,2098.94056246
8,2025-05-30 04:00:00,106026.2,106600.0,104578.1,105031.6,1781.30112294
7,2025-05-30 08:00:00,105031.6,106350.3,104600.0,105874.7,1938.63566332
6,2025-05-30 12:00:00,105874.8,106032.4,104868.1,105538.8,2188.97540892
5,2025-05-30 16:00:00,105538.8,105594.7,103500.0,104628.5,2220.2885444
4,2025-05-30 20:00:00,104631.8,105229.7,103587.7,103997.6,1668.84386517
3,2025-05-31 00:00:00,104000.0,104445.0,103000.0,103675.5,2618.01618168
2,2025-05-31 04:00:00,103675.5,104200.0,103000.0,103761.2,2199.04132898
1,2025-05-31 08:00:00,103761.3,104071.5,103081.3,103495.9,1001.09550051
0,2025-05-31 12:00:00,103504.8,104670.6,103000.0,104456.1,1381.59418118
